:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
26110,Drug,1867X1620,Beclomethasone dipropionate,DB00394,"Used in the maintenance treatment of asthma as prophylactic therapy in patients 5 years of age and older, and in treating symptoms for allergic rhinitis (seasonal or perennial) in patients 12 years of age and older. Also being investigated for oral treatment in mild-to-moderate Crohn's disease of ileal or ileal-right colonic localisation and for ""topical"" use mild-to-moderate graft versus host disease.",5534-09-8
26111,Drug,1869X1613,Menadione,DB00170,"The primary known function of vitamin K is to assist in the normal clotting of blood, but it may also play a role in normal bone calcification.",58-27-5
26112,Drug,1869X1651,Antipyrine,,Antipyrine is an analgesic often used to test effects of other drugs on liver enzymes..,60-80-0
26113,Drug,1870X1614,Sildenafil,DB00203,For the treatment of erectile dysfunction and to relieve symptoms of pulmonary arterial hypertension (PAH).,139755-83-2
26114,Drug,1870X1648,Insulin Glulisine,,For the treatment of Type 1 and 2 diabetes mellitus. Should be used in regimens including a long-acting or basal insulin analogue unless it is used in a continuous infusion pump. May be used with oral antidiabetic agents.,207748-29-6
26115,Drug,1871X1620,Sorafenib,DB00398,Sorafenib is indicated for the treatment of unresectable hepatocellular carcinoma and advanced renal cell carcinoma.,284461-73-0
26116,Drug,1871X1777,CTS-21166,,Investigated for use/treatment in alzheimer's disease.,
26117,Drug,1872X1614,Pyrimethamine,DB00205,For the treatment of toxoplasmosis and acute malaria; For the prevention of malaria in areas non-resistant to pyrimethamine,58-14-0
26118,Drug,1872X1646,Sevoflurane,DB01236,Used for induction and maintenance of general anesthesia in adult and pediatric patients for inpatient and outpatient surgery.,28523-86-6
26119,Drug,1873X1616,Isradipine,DB00270,For the management of mild to moderate essential hypertension. It may be used alone or concurrently with thiazide-type diuretics.,75695-93-1
26120,Drug,1873X1649,Mestranol,,Mestranol was used as one of the first oral contraceptives.,72-33-3
26121,Drug,1873X1957,HM-30181,,,849675-66-7
26122,Drug,1876X1629,Daunorubicin,DB00694,"For remission induction in acute nonlymphocytic leukemia (myelogenous, monocytic, erythroid) of adults and for remission induction in acute lymphocytic leukemia of children and adults.",20830-81-3
26123,Drug,1877X1615,Cladribine,DB00242,"For the treatment of active hairy cell leukemia (leukemic reticuloendotheliosis) as defined by clinically significant anemia, neutropenia, thrombocytopenia, or disease-related symptoms. Also used as an alternative agent for the treatment of chronic lymphocytic leukemia (CLL), low-grade non-Hodgkin's lymphoma, and cutaneous T-cell lymphoma.",4291-63-8
26124,Drug,1877X1655,Phendimetrazine,,Used in the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.,634-03-7
26125,Drug,1877X1691,Canaline,DB02821,,496-93-5
26126,Drug,1877X1770,SLx-4090,,Investigated for use/treatment in hyperlipidemia.,913541-47-6
26127,Drug,1878X1614,Ranolazine,DB00243,"For the treatment of chronic angina. It should be used in combination with amlodipine, beta-blockers or nitrates.",95635-55-5
26128,Drug,1878X1648,Mephentermine,,Used to maintain blood pressure in hypotensive states.,100-92-5
26129,Drug,1879X1640,Orlistat,DB01083,For obesity management including weight loss and weight maintenance when used in conjunction with a reduced-calorie diet. Also used to reduce the risk for weight regain after prior weight loss. Use of orlistat is pending revision due to reports of liver-related adverse events.,96829-58-2
26130,Drug,1881X1645,Decamethonium,DB01245,For use as a skeletal muscle relaxant,156-74-1
26131,Drug,2250X1752,Crofelemer,,For the symptomatic treatment of non-infectious diarrhea in adult patients with HIV/AIDS who are taking antiretroviral therapy.,148465-45-6
26132,Drug,2250X1954,Tildrakizumab,,"Moderate-severe plaque psoriasis [L1858], [FDA label].",1326244-10-3
26133,Drug,2251X1639,Mimosine,DB01055,,500-44-7
26134,Drug,2251X1931,Ritanserin,,,87051-43-2
26135,Drug,2252X1638,Phylloquinone,DB01022,"For the treatment of haemorrhagic conditions in infants, antidote for coumarin anticoagulants in hypoprothrombinaemia.",84-80-0
26136,Drug,2253X1608,Cetrorelix,DB00050,For the inhibition of premature LH surges in women undergoing controlled ovarian stimulation,120287-85-6
26137,Drug,2253X1641,Phenacemide,DB01121,Used to control certain seizures in the treatment of epilepsy.,63-98-9
26138,Drug,2254X1638,Mycophenolic acid,DB01024,"For the prophylaxis of organ rejection in patients receiving allogeneic renal transplants, administered in combination with cyclosporine and corticosteroids.",24280-93-1
26139,Drug,2254X1950,Harmaline,,,304-21-2
26140,Drug,2255X1640,Butenafine,DB01091,"For the topical treatment of the following dermatologic infections: tinea (pityriasis) versicolor due to <i>M. furfur</i>, interdigital tinea pedis (athlete&rsquo;s foot), tinea corporis (ringworm) and tinea cruris (jock itch) due to <i>E. floccosum</i>, <i>T. mentagrophytes</i>, <i>T. rubrum</i>, and <i>T. tonsurans</i>.",101828-21-1
26141,Drug,2257X1637,Auranofin,DB00995,"Used in the treatment of active, progressive or destructive forms of inflammatory arthritis, such as adult rheumatoid arthritis.",34031-32-8
26142,Drug,2257X1751,Flibanserin,,For the treatment of hypoactive sexual desire disorder (HSDD) in premenopausal women.,167933-07-5
26143,Drug,2258X1633,Benzonatate,DB00868,For the symptomatic relief of cough. Has also been applied locally in the oral cavity in adults by releasing the drug from the liquid-filled capsules to provide oropharyngeal anesthesia for conscious intubation.,104-31-4
26144,Drug,2259X1626,Gonadorelin,DB00644,For evaluating the functional capacity and response of the gonadotropes of the anterior pituitary also for evaluating residual gonadotropic function of the pituitary following removal of a pituitary tumor by surgery and/or irradiation.,33515-09-2
26145,Drug,2259X1856,Suvorexant,,Suvorexant is indicated for the treatment of insomnia characterized by difficulties with sleep onset and/or sleep maintenance.,1030377-33-3
26146,Drug,2260X1625,Amodiaquine,DB00613,For treatment of acute malarial attacks in non-immune subjects.,86-42-0
26147,Drug,2260X1857,Trimetazidine,,Trimetazidine is indicated for use in angina pectoris.,5011-34-7
26148,Drug,2261X1620,Framycetin,DB00452,"For the treatment of bacterial blepharitis, bacterial bonjunctivitis, corneal injuries, corneal ulcers and meibomianitis. For the prophylaxis of ocular infections following foreign body removal",119-04-0
26149,Drug,2262X1646,Bezafibrate,DB01393,"For the treatment of primary hyperlipidaemia types IIa, IIb, III, IV and V (Fredrickson classification) corresponding to groups I, II and III of the European Atherosclerosis Society guidelines - when diet alone or improvements in lifestyle such as increased exercise or weight reduction do not lead to an adequate response. Also for the treatment of secondary hyperlipidaemias, e.g. severe hypertriglyceridemias, when sufficient improvement does not occur after correction of the underlying disorder (e.g. diabetes mellitus).",41859-67-0
26150,Drug,2263X1606,Interferon beta-1a,DB00060,"For treatment of relapsing/remitting multiple sclerosis, also for condyloma acuminatum",145258-61-3
26151,Drug,2263X1639,Proguanil,DB01131,For the causal prevention and suppression of malaria caused by susceptible strains of <i>P. falciparum</i> and other species of Plasmodium found in some geographical areas of the world.,500-92-5
26152,Drug,2264X1676,Geldanamycin,DB02424,,30562-34-6
26153,Drug,2265X1636,Tolterodine,DB01036,"For the treatment of overactive bladder (with symptoms of urinary frequency, urgency, or urge incontinence).",124937-51-5
26154,Drug,2265X1862,Setiptiline,,For the treatment of depression [A19792].,57262-94-9
26155,Drug,1866X1627,Imatinib,DB00619,"For the treatment of Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML), Ph+ acute lymphoblastic leukaemia, myelodysplastic/myeloproliferative diseases, aggressive systemic mastocytosis, hypereosinophilic syndrome and/or chronic eosinophilic leukemia (CEL), dermatofibrosarcoma protuberans, and malignant gastrointestinal stromal tumors (GIST).",152459-95-5
26156,Drug,1866X1786,Pazopanib,,Treatment of advanced renal cell cancer and advanced soft tissue sarcoma (in patients previously treated with chemotherapy),444731-52-6
26157,Drug,1866X1852,Azilsartan medoxomil,DB08822,Treatment of hypertension (alone or as an adjunct).,863031-21-4
26158,Drug,1869X1614,Succinylcholine,DB00202,"Used in surgical procedures where a rapid onset and brief duration of muscle relaxation is needed (includes intubation, endoscopies, and ECT)",306-40-1
26159,Drug,1869X1655,3-Methylfentanyl,,,42045-86-3
26160,Drug,1870X1615,Milrinone,DB00235,Indicated for the treatment of congestive heart failure.,78415-72-2
26161,Drug,1870X1649,Heptabarbital,,Used mainly for sedation and hypnosis.,509-86-4
26162,Drug,1872X1615,Butabarbital,DB00237,For short-term treatment of insomnia and anxiety disorders,125-40-6
26163,Drug,1872X1688,Resveratrol,DB02709,Being investigated for the treatment of Herpes labialis infections (cold sores).,501-36-0
26164,Drug,1872X1769,Ramucirumab,,For use in advanced gastric or gastro-esophageal junction adenocarcinoma as a single agent or in combination with paclitaxel after prior fluoropyrimidine- or platinum-containing chemotherapy.,947687-13-0
26165,Drug,1873X1617,Tranexamic Acid,DB00302,"For use in patients with hemophilia for short term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction. It can also be used for excessive bleeding in menstruation, surgery, or trauma cases.",1197-18-8
26166,Drug,1873X1650,Danazol,,For the treatment of endometriosis and fibrocystic breast disease (in patients unresponsive to simple measures). Also used for the prophylactic treatment of all types of hereditary angioedema in males and females.,17230-88-5
26167,Drug,1874X1608,Bivalirudin,DB00006,"For treatment of heparin-induced thrombocytopenia and for the prevention of thrombosis. Bivalirudin is indicated for use in patients undergoing percutaneous coronary intervention (PCI), in patients at moderate to high risk acute coronary syndromes due to unstable angina or non-ST segment elevation in whom a PCI is planned.",128270-60-0
26168,Drug,1874X1641,Deslanoside,DB01078,"For the treatment and management of Congestive cardiac insufficiency, arrhythmias and heart failure.",17598-65-1
26169,Drug,1874X1896,Prothrombin,,For use in the emergency reversal of coagulation factor deficiency in patients receiving vitamin K antagonist therapy. Prothrombin is administered as part of a cocktail containing several coagulation factors.,9001-26-7
26170,Drug,1875X1630,Homatropine Methylbromide,DB00725,"Used in conjunction with antacids or histamine H2-receptor antagonists in the treatment of peptic ulcers, gastric ulcers and duodenal ulcers, to reduce further gastric acid secretion and delay gastric emptying.",80-49-9
26171,Drug,1876X1630,Trimipramine,DB00726,"For the treatment of depression and depression accompanied by anxiety, agitation or sleep disturbance",739-71-9
